,global_id,ID,SculpName,Latitude_WGS84,Author,ManufactYear,Material,Description,LocationPlace,Longitude_WGS84,Photo,geoData
101,885528852,125,«Сон»,55.733285,['Скульптор Балашов'],2001.0,Известняк,"Скульптура изображает сидящую женщину с разворотом вправо, поджав ноги, руки за головой.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,751f3b2e-1c01-4e51-8f97-9c1a39b98342,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
102,885528954,126,«Буратино»,55.733285,['Скульптор Баженов'],2001.0,Дерево,"Сказочный персонаж Буратино, сидящий на правом краю скамейки, вытянув ноги перед собой. Деревянными руками опирается о скамейку. Окрашен – красная кофта, зеленые штанишки, чёрные ботинки.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,d02a6303-84d2-4fce-b039-a61e101bf35e,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
103,885528955,127,«Мужчина и женщина»,55.733285,['Скульптор Бондаренко'],2001.0,Мрамор,Скульптура изображает мужчину и женщину,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,9e827fd3-56d6-4fcc-a6ec-a988c045377b,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
104,885528957,128,«Любовь» («Поцелуй»).,55.733285,['Скульптор Рзаев'],2002.0,Мрамор,Скульптура изображает мужчину и женщину стоящими друг перед другом на коленях в поцелуе. Одеты в восточные одежды.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,a7315ed7-ac00-488f-b8e6-4a2f2a26c8fc,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
105,885528959,129,«Полет»,55.733285,['Скульптор Марьин'],2002.0,Известняк,Скульптура изображает балерину в сложной изящной балетной позе.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,188e8cb1-e5b0-4a38-b3d6-05fed6401384,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
106,885528987,130,«Композиция».,55.733285,['Скульптор Хан'],2001.0,Известняк,Скульптура символически изображает три женских фигуры. По форме и очертанию фигуры далеки от реальных и носят незаконченный характер.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,da5cba24-4342-4c86-acda-409eb72a0372,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
108,885657277,132,«Броненосец»,55.733285,['Скульптор Гарбарук'],2002.0,Известняк,"Скульптурное изображение стоящего броненосца, голова опущена вниз. Панцирь выгравирован в черепашьей манере.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,2af3df5d-0866-4367-857e-addda356fe93,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
109,885657301,133,«Девушка на диване»,55.733285,['Скульптор Епихин'],2002.0,Известняк,"Лежащая на диване обнаженная девушка. Правая рука закинута за голову. Основание металлическое, изображающее диван.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,f64bd5c3-cf15-4cf3-ae8b-9f632d6c7d6f,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
110,885657433,134,«Созерцание»,55.733285,['Скульптор Замахина'],2002.0,Известняк,"Скульптура изображает сидящую на основании девушку, ноги поджаты, голова повернута вправо.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,55e59107-e384-4d50-b14b-a2b1706fe0c6,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
111,885657453,135,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,Распластавшаяся фигура узника из серого гранита,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,542dc6d2-5fb0-4c0c-9058-1babe9cc8e17,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
112,885657490,136,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,Скульптурное изображение старика,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,4c39623e-ef74-4dd1-853a-2e87f8bc3542,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
113,885657533,137,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,Скульптурное изображение нищей старухи,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,4b167cd2-2307-42a0-8a84-c97a0fc12e27,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
114,885657538,138,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,"Фигура, лежащая на левом боку",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,d7c051de-353c-4d8e-b08b-73ebfc8f1267,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
115,885657540,139,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,"Фигура, лежащая на левом боку",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,63f9d5ea-36bf-45f5-a0dc-8b25068ce753,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
116,885657543,140,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,-,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,d9389661-88ef-46eb-b2a9-9000f8b05542,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
117,885657557,141,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,Скульптурное изображение фигуры узника,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,4a816891-385e-4a02-81b9-240fcb6f009f,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
118,885657571,142,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,Скульптурное изображение обнаженной фигуры в позе молящегося узника.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,49ea559c-a08e-4659-85b3-ac0b76f13ad4,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
119,885657585,143,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,"Скульптурное изображение узника, изображающего скорбь.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,869b5b28-6e1f-4916-8d96-5fc74c31a703,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
120,885657618,144,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,"Фигура узника, сидящего на корточках. Левая рука опирается о колено и поддерживает голову.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,d32c7478-916d-4c33-a079-a5fb5c033750,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
121,885657708,145,«Памяти жертв сталинских репрессий».,55.733285,['Скульптор Чубаров'],,Гранит,"Фигура узника, сидящего на корточках",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,be689ed5-3e26-4796-8fea-3a86031b2244,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
122,885657724,146,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,"Фигура узника с мощными руками, подпирает голову, правая рука поддерживает левую.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,9babc9f6-aacf-411f-91e7-c2efddd22089,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
123,885657741,147,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,Каменное изображение.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,3ac3ed3c-1b10-42ac-ac44-73c238b2992d,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
124,885657752,148,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,"Скульптурное изображение узника, устремляющего взгляд вперед, глазницы продавлены. Правая рука согнута в локте, левая опущена вниз.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,3a082c0f-7ea0-485e-8c2b-2bac7f21c1ea,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
125,885657756,149,«Памяти жертв сталинских репрессий»,55.733285,['Скульптор Чубаров'],,Гранит,"Скульптурное изображение стоящей фигуры узника, голова втянута в плечи, руки собраны перед собой и сжаты в замок.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,7899cf9c-e13c-41c1-bb3e-4783b465d5f3,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
126,885975631,150,«Аполлон»,55.733285,['Скульптор Бондаренко'],2003.0,Известняк,"Скульптурное изображение сидящего и повернувшегося направо Аполлона. Одежды прикрывают нижнюю часть его тела, прижав к правому плечу лиру. Внизу, сзади – авторский знак.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,d433e4f5-2ece-4e41-be43-6de46e0156ba,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
127,885975839,151,«Арлекин»,55.733285,['Скульптор Малютов'],2003.0,Известняк,"Скульптурное изображение обнаженного младенца Арлекина в шутовской шапке. «Малыш» очень большого размера, стоит крепко на земле, повернув голову налево. Авторская подпись.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,705c6bd7-8b1a-4f8b-85c5-711160480fae,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
128,885978227,152,«Белая река»,55.733285,['Скульптор Нуриахметов'],2003.0,Известняк,"Скульптурное изображение мальчика, качающегося на волнах. Мальчик лежит на спине на волнах, подняв голову и ноги. В руках сжимает башкирский музыкальный инструмент, волны в виде играющей луны в разных очертаниях, на которых четыре латунных треугольника, изображающих блики на воде. Сзади подпись.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,17e7c19a-7f05-433f-8913-c4811f92a60b,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
130,886004719,154,«Женский портрет»,55.733285,['Автор неизвестен'],,Мрамор,"Скульптурный портрет молодой девушки, чистое лицо, правильные черты лица. Пышные волосы, пробор справа, волосы забираются назад, высокая шея.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,9c8b7852-ce0c-499e-9e86-abe6299097a3,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
131,886004809,155,«Звездочет»,55.733285,['Скульптор Григорьев'],,Мрамор,"Скульптурное изображение человека в виде креста (торс, туловище и схематические руки).",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,3b55e7a5-2b3f-4943-a4ee-e90cfb39b98d,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
132,886004880,156,«Клио»,55.733285,['Скульптор Смуров'],2003.0,Известняк,"Скульптурное изображение богини истории Клио, стоящее в полный рост, в древнегреческой одежде. Клио держит перед собой свиток. Сосредоточенный взгляд направлен перед собой.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,d2aa2a41-2cad-45bb-b95c-2adb6565bb19,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
133,886005067,157,«Куб номер один»,55.733285,['Скульптор Кураев'],,Алюминий,"Четыре стороны куба: 1. Профиль В.И. Ленина. 2. Девушка и юноша, стоящие лицом друг к другу, к зрителю. 3. Серп и молот – подпись: «Слава труду». 4. Архитектурные элементы – символы направлений развития народного хозяйства.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,4a183c3a-ff54-4e9b-b1d5-336ac8996064,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
134,886005217,158,«Куб номер два»,55.733285,['Скульптор Кураев'],,Алюминий,Четыре куба: 1. Два рабочих - строителя в касках и рукавицах в процессе укладки плит. 2. Семь человек стоящих в ряд – в центре сверху и снизу подпись на лентах «Мы придём к победе коммунистического труда. 3. Значок «Победитель соревнования». 4. Две женщины с корзинами.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,601a5436-0820-4a7a-8eeb-0ac96cd3d3be,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
135,886009522,159,«Песнь о лозе»,55.733285,['Скульптор Мерабишвили'],2003.0,Доломит,Обнаженная женщина с восточной фигурой в утонченном изгибе держит на правом плече лозу.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,c825eade-c985-4cca-9150-215d72947493,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
136,886024132,160,«Портрет в парике» («Бюст Баха»).,55.733285,['Автор неизвестен'],1993.0,Мрамор,Скульптура изображает оплечный портрет дворянина в парике эпохи Просвещения. Полное с двойным подбородком лицо.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,af57184c-26a0-4275-af6c-10cab4f99c3b,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
137,886024165,161,«Портрет лейтенанта»,55.733285,['Автор неизвестен'],,Шамот обожжённый,"Бюст молодого человека в военной форме с погонами, взгляд устремлен вперед.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,7ffd3e19-1bd9-4037-ae0c-15407d5c4615,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
138,886024267,162,«Портрет Люсиновой»,55.733285,['Автор неизвестен'],,Гранит,Скульптурное изображение молодой женщины в фас. Волосы убраны назад. Очерчены линии верхней одежды.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,2df4cb0a-c1db-4ada-b20c-b074e2b52d2b,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
139,886024386,163,«Портрет молодого человека»,55.733285,['Автор неизвестен'],,Известняк,"Пышные волосы, уверенное лицо, в свитере.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,2e2a5b7e-d607-4ff2-b7f4-ececa4b76913,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
140,886024434,164,«Портрет паренька»,55.733285,['Автор не известен'],,Гранит,"Скульптурный портрет молодого человека с плотно сложенными губами и поднятым подбородком, высокой шеей. Пробор слева. Голова смотрит прямо.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,c37d6af3-21c6-487e-9b62-99119da156a6,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
141,886024460,165,«Похищение Европы»,55.733285,['Скульптор Субханкулов'],2003.0,Известняк,"Скульптура изображает мифологический сюжет, голову и плечи быка, несущего на спине женщину (ноги, туловище, неясно выражено лицо и части рук).",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,bd744e4f-b0ba-4695-952c-2d73260ebd70,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
142,886024500,166,«Танец»,55.733285,['Скульптор Рзаев'],2003.0,Известняк,"Скульптурное изображение утонченной восточной женщины, которая стоит, пригнувшись в танце на левое колено. Тонкие одежды, держит над головой бубен. На поясе – авторская подпись.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,05d3950a-8391-4a7a-b1e7-e9ce2d44eaf9,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
144,886024626,168,«Аматерасу» («Люби и будь любимым»),55.733285,['Скульптор Уваров'],2004.0,Гранит,"Скульптура представляет фигуру женщины, данную в рост, облачена в традиционное кимоно, волосы уложены в характерную прическу. В руках держит раскрытый семичастный веер на уровне пояса. На веере надпись – иероглифами «люби и будь любимой. Сзади авторская подпись «Уваров А.А. 2004 г.»",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,b23235eb-4c7a-4ded-870a-979bd3276953,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
145,886024685,169,«Ангел-хранитель»,55.733285,['Скульптор Плиев'],2004.0,Металл,"Скульптурное изображение ангела, спускающегося с облака. В правой руке сжимает железное копьё. Лицо, руки и верхняя часть крыльев гладко отшлифована. Крылья служат точками опоры.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,b33c882a-eaa7-44de-8545-ca805f4c61db,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
146,886024715,170,«Балерина».,55.733285,['Скульптор Вяткин'],2004.0,Известняк,"Скульптурное изображение фигуры балерины, данной в сложном танцевальном движении, тело откинуто назад и из этого положения корпуса идет плавный наклон вперед. Балерина облачена в длинное платье, нижняя часть которого заложена четкими графически складками. Черты лица не проработаны, левая часть лица дана выпукло, а правая вогнуто. Авторская подпись на складках юбки: Вяткин.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,e40b0ad6-45a8-4e87-810f-cde3bcea8274,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
147,886050696,171,«Вдохновение»,55.733285,['Скульптор Долмогомбетов'],2004.0,Известняк,"Скульптурная композиция представляет фигуру сидящей женщины в длинном платье. Тело развернуто, идет опора на левую руку. Ноги опираются на пьедестал, колени согнуты, ступни разведены.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,50771ac8-a584-4443-a070-5cef64771957,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
148,886050729,172,«Весна»,55.733285,['Скульптор Маркин'],2003.0,Известняк,"Девушка, сидящая на камне, голова повернута назад, руки положены на колени.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,74921d8e-564c-43cd-b8ea-83d092f52370,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
149,886050775,173,«Перевоплощение» («Волк в овечьей шкуре»),55.733285,['Скульптор Сережин'],2004.0,Известняк,"Скульптурная композиция плоскостная. Имеет четко заданную точку зрения. На высоком камне скульптурное изображение композиции. Волк скалит зубы, поджимает хвост, на спине у него овчина, проработанная мелкими колечками, голова барана с двумя изогнутыми рогами расположена под мордой волка.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,6cca2c6a-2af7-4be0-be0c-8ffa1f960c4f,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
150,886050821,174,«Лев»,55.733285,['Скульптор Вантула'],2004.0,Известняк,Скульптурное изображение идущего льва морда которого повернута влево. Хвост согнут и соприкасается с задней правой лапой.,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,6408963c-d7e5-4984-b670-c855a0f7a426,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
151,886050860,175,«Любопытство»,55.733285,['Скульпто Ворохоб'],2004.0,Известняк,"Скульптурная композиция представляет фигуру согнувшегося мужчины, который заглядывает в некое отверстие, которое пронизывает общий объем скульптуры. Голова опущена вниз.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,8a0d0268-f417-4d0c-a146-c7dde45c02fd,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
153,886051058,177,«Обнаженная»,55.733285,['Скульптор Рзаев'],2004.0,Гранит,"Скульптура изображает лежащую обнажённую женщину. Женщина лежит, опираясь на локоть, ладонь руки закрывает рот и глаза. Голова откинута назад, волосы даны единой массой. Ноги подогнуты и отведены назад. На постаменте под локтем левой руки – авторский знак.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,fb91e8f4-7580-4125-ab2b-2e4d138d3e05,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
154,886051191,178,Панно-стела. «СССР - Оплот мира»,55.733285,['Скульптор Щекотихин'],,Алюминий,"Монументальное панно-стела. Надпись классическими буквами внизу и сзади, по центру 2 герба СССР - смыкаются вместе одним краем. Стела крепится на кирпичной кладке (высота 1 м).",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,b97712a5-ea26-4b4b-bfa3-1b67af666eb4,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
155,886051242,179,«Прайд»,55.733285,['Скульптор Глызина-Поливанова'],2004.0,Гранит,"Скульптурная композиция представляет изображение львиной семьи. Верхнюю часть занимает фигура льва, под фигурой льва на гранитной основе изображена фигура львицы. Львица представлена сидящей, повернувшей голову назад, В низовом рельефе куба показан львенок.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,ddf11c46-9b19-41e6-a365-60a4bb0841ea,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
157,886051349,181,«Феррари» («Конюшня Феррари»),55.733285,['Скульптор Ежов'],2004.0,Мрамор,"Скульптура представляет собой горизонтальную плиту, на которой представлена сложно составленная композиция. На плите имеется изображение лошади с закрытыми глазами, на лбу – номерной знак единица в окружности. Перед мордой надпись «finish». В центре голова мужчины в шлеме гонщика.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,5fea9660-2a15-4ada-bc11-f39d651863d5,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
158,886051375,182,«Философский камень»,55.733285,['Скульптор Глызина-Поливанова'],1994.0,Гранит,"Змея-кобра, подняв голову, свернулась клубком.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,6b55c0e7-2727-4777-bc8b-1fe633d90680,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
159,886051408,183,«Царевна-лебедь»,55.733285,['Скульптор Богатырева'],2004.0,Известняк,"Скульптура представляет фигуру стоящей девушки приблизительно две трети человеческого роста, данную в движении вперед. Голова склонена к левому плечу и постепенно переходит в оперение. Черты лица намечены графически. Авторский знак на талии.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,dccc4e75-0f6b-43ae-874f-1a5dcf9ad8fd,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
160,886051446,184,«Эпос»,55.733285,['Скульптор Нуриахметов'],2004.0,Известняк,"Скульптура изображает удмуртский бытовой предмет: треножник, поставленный над костром. Наверху треножника – два национальных сосуда ладьеобразной формы. Верхний из сосудов имеет «ушки» для крепления ручек.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,6917176f-15d9-4dfb-a080-cef3b2af2892,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
161,886051479,185,«Юность»,55.733285,['Скульптор Гарбарук'],2003.0,Известняк,"Скульптура изображает сидящую обнаженную молодую девушку, лежащую в позе «Березка».",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,40f12a25-bf4b-4310-a473-61b612abdea4,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
162,886056179,186,«Вечером» («Девочка в кресле»),55.733285,['Скульптор Панов'],2007.0,Мрамор,"Девочка, поджав ножки, коленки наклонены вправо, сидит в кресле. Правая рука лежит на животе, левая опущена вдоль тела и пальцами касается пятки левой ноги. Голова с ободком слегка опущена вниз - вправо. Сзади авторский знак.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,648112e0-9831-46a8-8da2-d47664154f96,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
163,886056240,187,«Девушка с кувшином»,55.733285,['Скульптор Лебедева'],,Известняк,"Скульптурное изображение женщины, руки опущены вниз, спрятаны в складках платья, шарфа, голова повернута влево. Рядом с женщиной на дополнительном постаменте стоит кувшин.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,b324e960-f701-4f78-a182-4b9b3275ddfd,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
165,886056362,189,«Колыбельная гения»,55.733285,['Скульптор Панов'],2006.0,Гранит,"Скульптурное изображение женщины, сидящей в длинном платье. Голова с наклоном чуть вправо – вниз. На коленях мать прижимает ребенка, левая рука направлена вниз, вдоль тела. Ребенок, поджав коленки, сидит, прижавшись к ней левым боком. На голове матери волосы забраны в пучок. Авторский знак.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,237d7bc4-d1a2-4976-bff6-5929a37d4977,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
166,886056398,190,«Лев суздальский»,55.733285,['Скульптор Колтухова'],,Гранит,"Скульптурное изображение льва. Общая фактура, объемный параллелепипед. Вся фигура повернута вправо, голова, хвост. Четко выгравирована морда животного. Грива, усы, человеческое лицо – глаза, нос, брови, усы.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,02d98242-df45-4e10-95a2-9431155620f6,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
167,886056502,191,«Менуэт»,55.733285,['Скульптор Лопухов'],2006.0,Мрамор,"Скульптурное изображение обнаженной молодой женщины с ребенком объёмных размеров. Скульптурное изображение мужчины и женщины эпохи Моцарта, в позе танца. Девушка в изящном платье, правая рука поднята вверх в стиле танца, левая положена на платье. Мужчина в парике, камзоле, правая рука лежит на высоко поднятой руке партнёрши, левая заведена за спину",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,3e6c976f-b4f1-4b5e-b61b-1e499964330a,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
169,886056631,193,«Моцарт и Сальери»,55.733285,['Скульптор Ульянов'],2006.0,Гранит,"Скульптурное изображение двух музыкантов. Моцарт сидит за клавикорды, правая рука положена на клавиши, голова вдохновенно склонена к инструменту. Опираясь за клавикорды левым локтем, вдохновенно подпирает лицо – Сальери. В левой руке – листы бумаги. Авт. знак.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,feaa5d08-e644-402d-bc09-b18b83ed38e7,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
171,886056723,195,«Музыка»,55.733285,['Скульптор Вантула'],2006.0,Гранит,Скульптура изображает торс обнаженной девушки с одушевленным лицом. Девушка поднимает высоко над головой лиру. Волосы служат дополнением и являются подставкой для музыкального инструмента,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,c1fd3ef9-14dc-4be5-83ac-e731728805de,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
172,886056754,196,«Пьета»,55.733285,['Автор неизвестен'],,Известняк,"Скульптурная композиция, напоминающая библейский сюжет. Сидящая женщина, выделенная из фактуры камня. На её руках лежит человек, в ногах которого сидит скорбящая фигура.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,1f652724-1c4f-4e03-8a15-e30770b30034,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
173,886056883,197,«Репетиция оркестра» («Блюз»),55.733285,['Скульптор Смуров'],2006.0,Мрамор,"Скульптурное изображение в одном многоуровневом объеме множества разных инструментов, положенных один на другой, с выделяющимися объемами разных форм. Авторский знак.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,95515552-0b5f-424b-b4d2-a0b860ffaccc,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
174,886056957,198,«Солдат»,55.733285,['Скульптор Чернов'],,Гранит,Скульптурный бюст в фас молодого солдата в пилотке (образ Виталия Соломина).,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,7f638e1f-2ad3-4b5d-965b-3b27c39ca326,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
176,886056990,200,«Схватка со львом»,55.733285,['Скульптор Балашов'],,Известняк,Скульптурная композиция изображает в схватке человека обхватившего за шею льва. Лев лапами обхватил туловище человека,Парк Горького. Парк искусств «МУЗЕОН»,37.606738,6383c246-d09f-47a2-b8bf-e84581b16dd6,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
178,886057159,202,«Девочка с собакой»,55.733285,['Скульптор Байков'],2008.0,Доломит,"Скульптурное изображение девочки, сидящей верхом на спине лежащей собаки. Голова собаки показана в повороте назад и вправо. Таким образом, с ракурса анфас зритель видит лицо девочки строго фронтально, а голову собаки в профильном повороте. Волосы девочки собраны на затылке. Руками ребенок держит собаку за левое ухо. Тело девочки гладко отполировано, черты лица практически не обозначены. Шкура собаки проработана фронтально.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,e4cd1cad-dd35-4ba2-a9d7-6f035d9a71de,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
179,886057192,203,«Лебеди»,55.733285,['Скульптор Алиева'],2008.0,Известняк,"Круглая скульптурная композиция. Обобщенно изображены два лебедя, соединены воедино. Их шеи опущены, головы касаются друг друга в самой нижней части композиции. Поднятое крыло одной из птиц является высшей точкой.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,24c41c0a-2d62-44ef-90f1-c9ae5710ec3a,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
180,886057269,204,«Мадонна с младенцем»,55.733285,['Скульптор Субханкулов'],2007.0,Гранит,"Изображение матери с ребенком. Женщина сидит на коленях, пятки прижаты друг к другу.",Парк Горького. Парк искусств «МУЗЕОН»,37.606738,10a2caed-9084-4000-a379-eced534d2e1f,"{'type': 'Point', 'coordinates': [37.606738, 55.733285]}"
