,global_id,ID,SculpName,Latitude_WGS84,Author,ManufactYear,Material,Description,LocationPlace,Longitude_WGS84,Photo,geoData
555,1058963931,580,Медальоны с изображением святых,55.766447,['Церетели Зураб Константинович'],,Медь,-,ГБУК «Московский музей современного искусства»,37.576956,0e341f4b-5ef5-463f-a90c-9dc6c1f7a183,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
556,1058964017,581,«Композиция с музами»,55.766447,['Церетели Зураб Константинович'],,Медь,-,ГБУК «Московский музей современного искусства»,37.576956,83dbf724-9ebe-4379-8870-61af49aa5dfc,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
568,1058965089,593,«Священномученик Александр» Варианты скульптурного оформления Храма Христа Спасителя,55.766447,['Церетели Зураб Константинович'],,Пластик,-,ГБУК «Московский музей современного искусства»,37.576956,4fe85eb6-3a7a-4fec-b2ab-22bc911e55bd,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
569,1058965172,594,«Спас Нерукотворный» Варианты скульптурного оформления Храма Христа Спасителя,55.766447,['Церетели Зураб Константинович'],,Пластик,-,ГБУК «Московский музей современного искусства»,37.576956,b7564940-9504-47bd-be95-00e1fb362f2b,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
570,1058965286,595,«Святая Великая Княгиня Елисавета» Варианты скульптурного оформления Храма Христа Спасителя,55.766447,['Церетели Зураб Константинович'],,Пластик,-,ГБУК «Московский музей современного искусства»,37.576956,943cf340-99ad-4200-a9c2-df1e0f759d7b,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
571,1058965370,596,«Святой Патриарх Тихон» Варианты скульптурного оформления Храма Христа Спасителя,55.766447,['Церетели Зураб Константинович'],,Пластик,-,ГБУК «Московский музей современного искусства»,37.576956,c017ce2b-6d81-4400-ab25-8cca0f9ff91c,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
572,1058965470,597,Композиция из рельефов (сто двадцать пять рельефов закрепленных на стене),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,5a0f6045-b104-4980-8643-35c649689dfd,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
573,1058965568,598,Композиция из рельефов (сорок восемь рельефов закрепленных на стене),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,147553e8-63a7-423c-b221-96f3ba5a099e,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
575,1058965686,600,Композиция из рельефов (десять рельефов с изображением поэтов),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,ad464739-3a30-463b-8bae-f5de70718b04,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
576,1058965782,601,Композиция из рельефов (сто тридцать четыре рельефа закрепленных на стене),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,63406044-6735-424d-83ac-f064d1dc41e9,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
577,1058965994,602,Композиция из рельефов (пятнадцать бронзовых и три алюминиевых рельефов),55.766447,['Церетели Зураб Константинович'],,Бронза,-,ГБУК «Московский музей современного искусства»,37.576956,bc5c8cb1-8165-4a6a-a78b-14bf53311f46,"{'type': 'Point', 'coordinates': [37.576956, 55.766447]}"
579,1058966436,604,«Гамлет Таганки»,55.74294,['Геннадий Распопов'],1988.0,Бронза,"Бронзовый Высоцкий стоит рядом с мечом в центре небольшой прямоугольной площадки, правой рукой слегка приобняв себя.",ГБУК г.Москвы «Театр «Содружество актеров Таганки»,37.65382,b48a8841-09ea-44d4-af53-5b8aeaf89918,"{'type': 'Point', 'coordinates': [37.65382, 55.74294]}"
580,1058966622,605,Памятник композитору Дмитрию Шостаковичу,55.733675,['Франгулян Георгий Вартанович'],2015.0,Бронза,"Автор проекта Георгий Франгулян изобразил композитора в натуральную величину, сидящим с низко опущенной головой, в характерной для него позе глубокого погружения в себя и сосредоточенности на восприятии музыкального произведения. Ступени лестницы возле памятника по замыслу превращаются в нотную тетрадь, и проходящие мимо люди наполнят эти нотные знаки жизнью.","ГБУК г. Москвы «ММДМ», в начале парадной лестницы, ведущей к входу в Светлановский зал",37.644113,6691778f-f8be-4ae9-9399-5eda3dd292d4,"{'type': 'Point', 'coordinates': [37.644113, 55.733675]}"
581,1059224580,606,«Беллус»,55.735571,['Неизвестный автор'],,Мрамор,"Статуя обнаженного мужчины в плаще, переброшенном через левое плечо и падающем за спиной до постамента. Правой рукой поддерживает плащ у правого бедра. Стоит опираясь на правую ногу, выставив вперед левую, согнутую в колене, касающуюся подножия пальцами. Постамент прямоугольный с надписью на передней стороне.","ГБУК г. Москвы «Музей-усадьба «Кусково», партер",37.808038,93eca581-b10a-415d-b1c3-6c38dc3f5e93,"{'type': 'Point', 'coordinates': [37.808038, 55.735571]}"
582,1059224744,607,«Венера»,55.735908,['Неизвестный автор'],,Мрамор,"Статуя молодой женщины, опираясь на правую ногу и отставив назад слегка согнутую в колене левую ногу. Поверх легкого одеяния, оставляющего обнаженными левую грудь, руку и ступни ног, через правое плечо переброшен плащ, развевающийся конец которого богиня придерживает левой рукой. За спиной Венеры плащ спускается до постамента. Голова наклонена к левому плечу и повернута на 3-4 влево. Волосы собраны в высокую прическу. В правой, поднятой к плечу руке, держит голубя. На передней стороне постамента высечена надпись VENUS.","ГБУК г. Москвы «Музей-усадьба «Кусково», партер, западная сторона",37.807534,08b85035-bd0b-4d08-afbc-c9b21bb1d345,"{'type': 'Point', 'coordinates': [37.807534, 55.735908]}"
583,1059224875,608,«Геркулес»,55.735636,['Неизвестный автор'],,Мрамор,"Изображение кудрявого мужчины с бородой, стоящего опираясь на правую ногу, выставив вперед левую, слегка согнутую в колене и касающуюся подножия концами пальцев. Корпус повернут на 3-4 вправо, голова сильно наклонена к левому плечу и повернута на 3-4 влево. Руки сложены на груди. Левая рука придерживает плащ, конец которого наброшен на голову. Сильно сдвинутые брови образуют на лбу глубокие складки. Над правым коленом на плаще изображение львиной морды. Постамент круглый с высеченной надписью HERCVLE","ГБУК г. Москвы «Музей-усадьба «Кусково», партер, восточная сторона",37.808451,00704852-e692-42e6-a081-e2aa5e9a7bb3,"{'type': 'Point', 'coordinates': [37.808451, 55.735636]}"
